,offer_id,comparison_new,brand,matches
6229,813f4b27-6298-4f4a-b1dc-24bd31faa52a,ellesse dunkelgrau t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
6343,a25762a3-8db0-4da0-be01-c338f80b8799,ellesse weiß tayla  winterjacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
6354,19c76a08-521b-46ab-9ef6-b225f92f333e,ellesse lila colomba legging tights,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
6384,8dfcff99-94cd-4d1d-9da4-eb0b3498649c,ellesse blau lametta short kurze sporthose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
6554,643586ae-fefd-44f3-91b4-9bcc2a3e778c,ellesse schwarz freyah set bikini,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
6579,f3c3d563-b4ac-4e09-9c05-f78520b22cc3,ellesse dunkelblau melo jacket softshelljacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
6615,e00ccd7e-e0f2-4930-ab4d-46b4dc74201a,ellesse blau cala short kurze sporthose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
6650,84f6ec94-c4be-4086-b560-05b7f826cfac,ellesse schwarz hali trunks 3 pack panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
6682,51cc633b-c8d2-4c60-8918-e34cab42eeeb,ellesse pink victena shorts jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
6727,aa6bb918-6d67-4552-bf35-67b6596ac057,ellesse schwarz fida leggings   hosen,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
6809,5ee2151c-7104-4c4b-a925-79e1ce54a326,ellesse schwarz ragusa tie dye unisex cap,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
6833,2447ae01-1e3e-4130-80cc-e3d015d02874,ellesse schwarz kismet trainingsjacke,ellesse,"[('ellesse weiß   schwarz trainingsjacke', 89), ('ellesse weiß   schwarz   weiß trainingsjacke', 89)]"
6896,71bf2a35-eef5-486d-8a59-8dc96f4ca2d4,ellesse schwarz mollis fleecejacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
6944,5862938b-e2f9-4b0e-affb-69493171261e,ellesse dunkelblau vermentino winterjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
6951,89ffc33a-6a49-4ebc-a198-6d0f163b45ec,ellesse schwarz jero sweatshirt kapuzenpullover,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
6995,484b1f9e-c614-444c-8683-6948733a50e4,ellesse blau cenno track pant stoffhose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
7013,7ff69b62-187b-4775-b2da-81a7f590f2e9,ellesse lila cocomero oversized t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
7055,42247631-2bf8-404f-bef6-5f64e909d66c,ellesse schwarz quavia unisex mütze,ellesse,"[('ellesse schwarz   schwarz mütze', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
7060,da13e151-3059-473e-b648-c1ed810713f6,ellesse mehrfarbig raggiugere jogginghose shorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
7171,33c6b7fd-f6a3-4541-8825-746fffb3459e,ellesse mehrfarbig aiuto hoody kapuzenpullover sweatshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
7200,fd45bab9-a5db-4185-8d30-abe100bd2828,ellesse rosa sommi backpack unisex tagesrucksack,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
7229,4cf9b464-7403-4304-ba79-8ac07d6c720e,ellesse rot teynor badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
7264,c79b4e23-9350-4960-9f58-07b7721b72d3,ellesse weiß mellor tee unisex langarmshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
7281,8d6f08c2-7701-4209-9653-d142a8f96cd6,ellesse schwarz jordalla crop tee t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
7385,68c5eedf-65dd-489d-8692-5c561cefd3dd,ellesse dunkelblau theo nachtwäsche set pyjama,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
7404,c1e99746-5d9e-42d1-842f-666d60e509c3,ellesse dunkelblau alberta t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
7428,29e0c64a-c634-4122-9655-5c2a976e6531,ellesse bordeaux georgee  sweatshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
7467,591d5a62-1f86-4d9c-9722-f1687690e932,ellesse schwarz freccaro jacket fleecejacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
7480,45ee9fd3-b80d-423a-ba8b-b00c588bdcab,ellesse schwarz maryam unisex t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
7488,b85a8242-c624-4256-93dd-e63bfec9b9d8,ellesse pink ricaro unisex cap,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
7561,f1732a44-2e4a-48be-b7d0-422fe401db5e,ellesse grün sarina top,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
7622,7fb223c6-42ec-4323-8874-4a49c64e14ec,ellesse hellgrau suprios sweatshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
7626,d3ade7be-282d-4165-8f56-af0973e2cbd3,ellesse grün rosemund tee t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
7665,6ef8f2f1-03b6-479d-977b-60cca3ac89b7,ellesse weiß marcelio t shirt print,ellesse,"[('ellesse weiß   weiß shirt', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
7674,f9c44cfc-7f01-481b-a234-84e8f9118bfa,ellesse orange robertso t shirt print,ellesse,"[('ellesse weiß   orange   weiß t shirt', 87), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
7689,8ad903c5-427b-418d-b762-8026a4e5b2be,ellesse schwarz taris fashion trunks 10 pack panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
7712,fc9c5b96-f8ce-4fad-8922-fdbdb2870572,ellesse dunkelgrau suntra crop vest top,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
7738,eb2e70db-e99c-4623-a00f-a669968e38ce,ellesse schwarz montez leichte jacke windbreaker,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
7744,4806cb4f-1940-4f8f-96f1-3713a59a164c,ellesse dunkelblau dazoni track pant unisex jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
7801,8c098369-9252-46e0-8d02-d68e6cd3af82,ellesse schwarz exponent poloshirt top,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
7842,b92a4773-2339-4b81-ab16-c525722535db,ellesse schwarz margiot t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
7843,602ec5f9-588f-47d0-b945-7880a322c34a,ellesse schwarz dewi badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
7897,02fe3b18-cad5-48e9-ab12-19a4b25f985a,ellesse schwarz honey dress freizeitkleid,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
7910,7510b06b-d722-41c3-8b54-3a3dd40519f9,ellesse dunkelblau nicky t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
7977,894aa21b-b1c7-484f-89bd-a83b15ea92f3,ellesse schwarz carcano t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
8006,280e9da7-9549-4e09-810b-028c8619d6b2,ellesse schwarz nicky t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
8066,c5a227d6-1289-4606-8606-5913406aef00,ellesse lila cabio leggings   hosen,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
8151,ef4854fe-dae2-48fd-9eeb-cf8f18243a70,ellesse silberfarben bertoleti jacket trainingsjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
8485,b185a9c1-a035-4666-8a56-c9a149da3929,ellesse pink valetina winterjacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
8536,633b2fdb-db0d-4113-af81-c3f30b36c6c7,ellesse schwarz delle t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
8601,6483a0c5-133d-4782-a98d-3574f51b43a7,ellesse silberfarben cesanet jacket trainingsjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
8619,52d4e97c-5f1e-4c4d-b1fd-93c5e195a137,ellesse rot romancia crop t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
8656,006c69cc-2961-4992-9dca-c64469bbb8ea,ellesse blau lanori bucket hat unisex hut,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
8727,769b73f6-f991-4a58-b342-2d849c3cd392,ellesse mehrfarbig piania kapuzenpullover sweatshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
8822,aaeb6767-0cd3-4da0-b469-b99d9e01b0bc,ellesse blau stelleri langarmshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
8898,be92bdb7-ebaf-49b9-896b-d6cf51e820b3,ellesse blau zardini t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
8920,836226ce-8fc5-4109-9bf0-9b1bb8be6c7b,ellesse schwarz zozo jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
8927,b358e74b-ebd5-4f4c-a129-4c4034e32df9,ellesse lila mostardo tee t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
9050,b9817901-3789-4a86-b5e0-862287362bc3,ellesse lila westoro  langarmshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
9071,b23aa867-ba69-4c2c-b0e9-0a2c6e531889,ellesse hellgrün stelini kapuzenpullover sweatshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
9122,08d8efe4-8eb2-4a6d-8ff5-fa4eeab8ee6e,ellesse dunkelblau nioro jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
9171,f9dbf684-7a64-45f6-a98a-c0076643beaa,ellesse pink deani t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
9220,20447eb2-67b0-48e2-9bd7-037a327e7fd3,ellesse pink siobhen sweatshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
9271,3abda579-1505-42af-a50f-37101a7c727c,ellesse schwarz storeo jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
9281,6c43fdae-3aab-42c3-bd65-72a35f8c083f,ellesse grau ducenta hoody sweatshirt kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
9285,d907a400-2993-4a08-99e9-893ad3d813df,ellesse dunkelrot prado t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
9316,f2a46313-c895-4dbf-9ff0-394b1ca69c3c,ellesse weiß corvist t shirt print,ellesse,"[('ellesse weiß   weiß shirt', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
9398,7c53ad20-a23e-46d9-af02-676231aee786,ellesse lila parmo fashion trunks 2 pack  panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
9436,a2113e0f-8504-496a-a5c0-3667a064a839,ellesse pink allani kapuzenpullover sweatshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
9551,795ef92b-708d-41a9-947a-aeae222f5b3f,ellesse blau pontile track  trainingsjacke,ellesse,"[('ellesse blau   blau trainingsjacke', 95), ('ellesse weiß   weiß sneaker', 86)]"
9591,d6bfda5a-3136-490f-a342-acd99edcd995,ellesse weiß donno sock 3 pack unisex socken,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
9619,1225f353-bbbf-4892-b1c1-bd96f3ed0268,ellesse silberfarben janic backpack set unisex tagesrucksack,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   schwarz t shirt', 86)]"
9757,66cdec76-7e94-4b78-80f4-a3f1537de34b,ellesse schwarz piolli sweatjacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
9762,a53e77f7-b6b3-4256-b5c8-70dfec17064a,ellesse schwarz ramoni backpack unisex tagesrucksack,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
9768,99a0a61f-9521-4188-af5e-88ea36603f62,ellesse orange do  badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
9808,46147af8-3846-4ef1-898d-118b4d60ea98,ellesse grau nioro jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
9817,6278cd99-34a8-4199-a2f3-eae5a09db90e,ellesse pink kinazo leggings   hosen shorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
9839,acd7e200-dc8c-4d76-9e01-a92d6358a79e,ellesse pink nicky t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
9864,4f36da54-3c73-4461-bf8f-bbe1f289c762,ellesse schwarz cenone jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
9876,4c870fc7-987b-4ce3-bb14-1722d344a0e6,ellesse pink albany t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
9939,876958e5-ad3d-4194-a4e0-584e54dbd235,ellesse rot cana jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
10014,18b9e7f1-111b-4b63-8513-cdd8f3954b46,ellesse petrol rizzia jerseykleid,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
10039,f0aceb23-16d7-448a-9e95-a1094059efe2,ellesse schwarz loran crop sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
10125,1fc84d11-1283-4093-b0aa-fbbc4fbe6eeb,ellesse neongrün pellio jogginghose shorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
10178,be9f8e11-6f6f-4e77-9e78-bf0db9a5d0be,ellesse dunkelgrau marbelo t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
10180,6c8077de-3b82-4d29-acb4-71959f771994,ellesse dunkelblau peto badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
10197,6739fc0e-a424-4fdc-b235-9cf1ed64c833,ellesse schwarz jena t shirt print,ellesse,"[('ellesse schwarz   schwarz shirt  jena ', 95), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
10213,20b18a62-494c-4e21-be17-22a07c2dd8f6,ellesse schwarz nurra fashion trunks 5 pack panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
10222,f6d7039d-9d93-44c5-8fb2-96bce91e6d3c,ellesse schwarz aprel tee t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
10234,a97ff450-36d6-49af-a764-5e4332be2e82,ellesse blau tinctoria oh  sweatshirt kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
10255,23c8c19e-eec6-42ba-b436-fbb1b48a7a34,ellesse schwarz folli unisex cap,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
10326,78ba3517-fff7-4cf5-8517-075d4be568e9,ellesse rot lanori bucket hat unisex hut,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
10395,557395a3-aa90-4645-b0a4-7ffe48088b92,ellesse grau velly  mütze,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
10399,9c59d3b5-1dc5-41a7-a44e-b59c84f53f43,ellesse schwarz kin short kurze sporthose,ellesse,"[('ellesse schwarz   weiß   schwarz sporthose', 88), ('ellesse weiß   weiß sneaker', 86)]"
10422,b99ed435-1c7a-4d88-b625-a3915de8c17d,ellesse pink vespio kurze sporthose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
